locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,floor_ratio,sqft_per_bhk,property_type,amenities_score,parking,distance_to_it_park_km
Wagholi,Outskirts,1,646.9,1,2.0,8,15,27,0.5555555555555556,646.9,Apartment,4,1,12.9
Baner,Premium West,4,2529.8,4,1.0,1,14,16,0.875,632.45,Apartment,1,1,3.7
Baner,Premium West,3,1907.8,4,1.0,5,18,27,0.6666666666666666,635.9333333333333,Apartment,5,1,0.7
Moshi,Outskirts,2,919.9,2,2.0,8,13,16,0.8125,459.95,Apartment,4,1,8.8
Wakad,Mid-tier,4,1515.1,4,2.0,8,11,16,0.6875,378.775,Apartment,4,0,6.6
Kalyani Nagar,Premium West,2,1021.1,2,1.0,3,7,7,1.0,510.55,Apartment,4,0,3.9
Hadapsar,Outskirts,3,1552.5,3,2.0,5,7,8,0.875,517.5,Apartment,0,1,4.8
Balewadi,IT Corridor,3,1271.7,4,1.0,0,14,27,0.5185185185185185,423.90000000000003,Apartment,3,0,0.3
Ravet,Mid-tier,2,888.5,2,2.0,12,1,21,0.047619047619047616,444.25,Apartment,4,0,7.1
Kharadi,IT Corridor,2,1147.3,3,1.0,3,5,15,0.3333333333333333,573.65,Villa,1,0,10.2
Undri,Outskirts,4,2313.4,5,1.0,5,3,26,0.11538461538461539,578.35,Apartment,1,1,9.8
Pashan,Premium West,2,891.8,2,2.0,8,5,11,0.45454545454545453,445.9,Apartment,0,1,7.7
Swargate,Central,2,1117.0,2,2.0,3,5,24,0.20833333333333334,558.5,Villa,3,0,2.4
Camp,Central,2,1110.0,3,3.0,2,0,3,0.0,555.0,Apartment,5,1,4.2
Koregaon Park,Premium West,3,1446.0,3,2.0,1,7,17,0.4117647058823529,482.0,Apartment,5,0,0.1
Hadapsar,Outskirts,2,983.1,3,1.0,25,9,14,0.6428571428571429,491.55,Apartment,4,0,7.5
Kalyani Nagar,Premium West,2,1118.9,3,1.0,3,8,16,0.5,559.45,Apartment,4,1,3.5
Magarpatta,Mid-tier,3,1374.0,3,1.0,8,1,4,0.25,458.0,Apartment,4,0,10.4
Hadapsar,Outskirts,5,3255.4,5,1.0,8,8,19,0.42105263157894735,651.08,Apartment,5,1,11.1
Sinhgad Road,Outskirts,1,631.8,1,0.0,5,2,5,0.4,631.8,Apartment,5,1,5.1
Magarpatta,Mid-tier,2,1237.7,3,2.0,5,19,19,1.0,618.85,Apartment,0,0,3.4
Undri,Outskirts,3,1474.3,3,1.0,8,13,26,0.5,491.43333333333334,Builder Floor,0,1,4.8
Kalyani Nagar,Premium West,3,1189.5,3,1.0,8,0,9,0.0,396.5,Apartment,1,1,9.2
Pashan,Premium West,3,1462.4,3,0.0,18,26,28,0.9285714285714286,487.4666666666667,Builder Floor,2,1,9.6
Wagholi,Outskirts,1,413.4,1,1.0,2,2,20,0.1,413.4,Apartment,2,1,6.6
Moshi,Outskirts,2,965.8,3,3.0,3,26,29,0.896551724137931,482.9,Apartment,5,1,8.9
Undri,Outskirts,1,660.7,1,2.0,8,18,18,1.0,660.7,Apartment,1,1,2.0
Somwar Peth,Central,1,572.8,1,2.0,8,20,20,1.0,572.8,Apartment,5,1,7.3
Kiwale,Outskirts,1,610.9,2,2.0,2,2,7,0.2857142857142857,610.9,Builder Floor,5,1,2.7
Narayan Peth,Central,3,1133.1,3,0.0,5,5,5,1.0,377.7,Apartment,1,1,4.5
Pashan,Premium West,3,1717.0,4,1.0,2,3,6,0.5,572.3333333333334,Apartment,3,1,13.1
Kondhwa,Outskirts,4,2169.0,5,1.0,1,0,3,0.0,542.25,Villa,0,1,6.2
Hinjewadi,Mid-tier,1,618.2,2,3.0,1,10,11,0.9090909090909091,618.2,Apartment,2,1,4.0
Chinchwad,Outskirts,2,851.4,2,1.0,3,6,9,0.6666666666666666,425.7,Apartment,3,1,5.2
Magarpatta,Mid-tier,2,1115.0,2,1.0,2,8,16,0.5,557.5,Apartment,0,1,5.9
Narayan Peth,Central,1,558.0,2,3.0,12,6,28,0.21428571428571427,558.0,Apartment,1,1,1.1
Narayan Peth,Central,3,1601.5,4,2.0,8,7,14,0.5,533.8333333333334,Apartment,0,1,3.1
Kalyani Nagar,Premium West,3,1650.2,4,2.0,5,0,4,0.0,550.0666666666667,Apartment,2,1,11.5
NIBM Road,Outskirts,2,985.2,2,2.0,0,0,14,0.0,492.6,Apartment,2,1,3.7
Hadapsar,Outskirts,3,1825.6,3,0.0,5,11,11,1.0,608.5333333333333,Apartment,4,1,2.1
Moshi,Outskirts,3,1412.2,4,1.0,0,3,3,1.0,470.73333333333335,Builder Floor,0,0,10.3
Balewadi,IT Corridor,3,1594.7,3,2.0,0,18,19,0.9473684210526315,531.5666666666667,Apartment,5,1,6.7
Koregaon Park,Premium West,1,464.4,2,2.0,2,3,23,0.13043478260869565,464.4,Builder Floor,4,1,3.9
Chinchwad,Outskirts,1,569.3,1,1.0,2,5,12,0.4166666666666667,569.3,Apartment,0,1,9.9
Kiwale,Outskirts,3,1199.1,3,1.0,1,27,27,1.0,399.7,Apartment,2,1,1.9
Wakad,Mid-tier,3,1542.7,3,1.0,3,3,6,0.5,514.2333333333333,Builder Floor,1,1,1.0
Sinhgad Road,Outskirts,4,1690.8,4,1.0,3,1,7,0.14285714285714285,422.7,Apartment,4,1,0.3
Hinjewadi,Mid-tier,2,1143.4,2,1.0,5,21,26,0.8076923076923077,571.7,Builder Floor,2,1,4.9
Somwar Peth,Central,2,961.1,3,2.0,2,11,15,0.7333333333333333,480.55,Apartment,3,0,4.8
Kiwale,Outskirts,2,1131.8,3,1.0,5,18,27,0.6666666666666666,565.9,Apartment,5,1,4.7
Wakad,Mid-tier,2,1097.6,2,1.0,2,0,7,0.0,548.8,Apartment,5,0,1.3
Narayan Peth,Central,2,983.9,3,0.0,8,13,13,1.0,491.95,Apartment,2,0,8.0
Narayan Peth,Central,3,1816.7,3,2.0,2,11,23,0.4782608695652174,605.5666666666667,Builder Floor,1,1,2.7
Ravet,Mid-tier,3,1488.9,3,2.0,2,1,29,0.034482758620689655,496.3,Apartment,2,1,0.9
Hadapsar,Outskirts,3,1436.1,4,1.0,3,6,7,0.8571428571428571,478.7,Apartment,3,0,4.7
Narayan Peth,Central,1,599.2,2,0.0,8,13,15,0.8666666666666667,599.2,Apartment,3,0,6.7
Kondhwa,Outskirts,2,1039.2,2,1.0,18,0,10,0.0,519.6,Apartment,4,1,1.8
Kiwale,Outskirts,1,702.2,1,1.0,18,2,3,0.6666666666666666,702.2,Apartment,0,0,2.6
Koregaon Park,Premium West,2,976.7,2,2.0,2,0,4,0.0,488.35,Apartment,0,1,6.8
Bavdhan,Mid-tier,3,1108.2,3,1.0,8,19,21,0.9047619047619048,369.40000000000003,Builder Floor,1,1,6.6
Baner,Premium West,4,1983.9,4,1.0,2,4,27,0.14814814814814814,495.975,Apartment,1,1,4.7
Kiwale,Outskirts,3,1801.5,3,1.0,8,11,16,0.6875,600.5,Apartment,3,0,0.7
Moshi,Outskirts,2,985.8,3,2.0,18,3,10,0.3,492.9,Villa,2,1,10.6
Viman Nagar,IT Corridor,4,2349.6,5,2.0,2,3,20,0.15,587.4,Apartment,3,1,9.8
Kothrud,IT Corridor,3,1572.1,4,2.0,5,12,24,0.5,524.0333333333333,Apartment,0,1,6.2
Aundh,Premium West,2,1216.5,2,1.0,3,13,21,0.6190476190476191,608.25,Apartment,5,1,17.8
Bavdhan,Mid-tier,1,532.9,2,2.0,1,17,26,0.6538461538461539,532.9,Builder Floor,0,1,13.2
Viman Nagar,IT Corridor,2,935.4,2,1.0,2,4,6,0.6666666666666666,467.7,Apartment,1,1,0.7
Shivaji Nagar,Central,3,1229.9,3,2.0,3,0,22,0.0,409.9666666666667,Apartment,0,1,5.8
Sinhgad Road,Outskirts,2,970.2,2,,12,23,25,0.92,485.1,Apartment,5,1,1.8
NIBM Road,Outskirts,3,1502.9,4,1.0,0,7,8,0.875,500.9666666666667,Apartment,5,1,4.7
Kharadi,IT Corridor,1,474.7,1,0.0,18,0,4,0.0,474.7,Apartment,2,0,10.5
Pashan,Premium West,3,1572.1,4,3.0,5,21,28,0.75,524.0333333333333,Apartment,4,1,3.2
Balewadi,IT Corridor,3,1746.5,3,2.0,18,1,15,0.06666666666666667,582.1666666666666,Apartment,4,1,8.4
Hadapsar,Outskirts,3,1389.7,4,0.0,1,13,24,0.5416666666666666,463.23333333333335,Apartment,2,0,11.2
Aundh,Premium West,2,1279.9,2,,5,2,19,0.10526315789473684,639.95,Apartment,1,1,15.2
Kothrud,IT Corridor,2,890.7,2,0.0,18,13,25,0.52,445.35,Apartment,3,1,13.5
Ravet,Mid-tier,2,1124.9,2,2.0,25,23,24,0.9583333333333334,562.45,Apartment,3,1,2.6
Balewadi,IT Corridor,3,1323.1,4,0.0,5,2,6,0.3333333333333333,441.0333333333333,Apartment,0,1,6.1
Viman Nagar,IT Corridor,2,931.9,2,1.0,5,7,9,0.7777777777777778,465.95,Apartment,5,1,1.9
Narhe,Outskirts,1,514.8,1,2.0,3,0,8,0.0,514.8,Apartment,2,1,11.2
Somwar Peth,Central,4,2161.4,4,3.0,5,0,6,0.0,540.35,Apartment,4,0,2.5
Moshi,Outskirts,2,860.6,2,1.0,12,12,17,0.7058823529411765,430.3,Apartment,2,0,3.1
Camp,Central,3,1627.3,4,1.0,12,5,25,0.2,542.4333333333333,Apartment,1,0,8.4
Narhe,Outskirts,4,2377.4,4,2.0,12,2,8,0.25,594.35,Apartment,2,0,5.8
Balewadi,IT Corridor,2,1188.5,2,2.0,5,6,12,0.5,594.25,Apartment,4,1,4.0
Aundh,Premium West,1,513.1,2,2.0,8,11,16,0.6875,513.1,Apartment,2,1,7.3
Kothrud,IT Corridor,4,1984.0,5,0.0,12,14,22,0.6363636363636364,496.0,Apartment,2,0,1.7
Moshi,Outskirts,2,1112.5,3,0.0,8,5,7,0.7142857142857143,556.25,Apartment,0,0,4.4
Shivaji Nagar,Central,2,1167.6,2,1.0,5,20,27,0.7407407407407407,583.8,Apartment,4,1,2.0
Viman Nagar,IT Corridor,3,1743.4,3,1.0,5,2,9,0.2222222222222222,581.1333333333333,Apartment,4,0,2.7
Boat Club Road,Premium West,3,1460.4,3,2.0,12,12,19,0.631578947368421,486.8,Apartment,2,1,6.0
Wakad,Mid-tier,1,722.8,1,2.0,5,5,5,1.0,722.8,Builder Floor,2,1,8.7
Wagholi,Outskirts,2,826.9,2,2.0,18,4,5,0.8,413.45,Apartment,4,1,4.3
Viman Nagar,IT Corridor,2,1209.0,3,3.0,12,5,14,0.35714285714285715,604.5,Apartment,2,1,9.4
Viman Nagar,IT Corridor,3,1748.1,4,1.0,3,0,9,0.0,582.6999999999999,Apartment,4,1,2.7
Wagholi,Outskirts,4,2135.6,5,1.0,0,10,17,0.5882352941176471,533.9,Apartment,4,0,5.6
Pashan,Premium West,2,609.1,2,2.0,12,7,18,0.3888888888888889,304.55,Apartment,3,1,5.5
Kondhwa,Outskirts,1,533.5,1,1.0,8,21,23,0.9130434782608695,533.5,Apartment,4,1,3.1
Pashan,Premium West,2,1178.2,2,3.0,5,23,26,0.8846153846153846,589.1,Apartment,2,0,1.9
Kondhwa,Outskirts,2,1407.9,2,2.0,3,5,18,0.2777777777777778,703.95,Villa,4,0,12.8
Boat Club Road,Premium West,1,660.9,1,1.0,0,3,10,0.3,660.9,Apartment,2,0,1.0
Koregaon Park,Premium West,3,1754.6,3,2.0,8,0,19,0.0,584.8666666666667,Apartment,5,1,5.6
Undri,Outskirts,5,2666.0,5,,8,6,18,0.3333333333333333,533.2,Apartment,3,0,7.2
Swargate,Central,4,1967.6,4,2.0,25,2,3,0.6666666666666666,491.9,Apartment,3,1,4.5
Hinjewadi,Mid-tier,2,1259.0,2,1.0,2,15,23,0.6521739130434783,629.5,Apartment,0,1,12.3
Kiwale,Outskirts,2,1127.1,3,2.0,0,0,6,0.0,563.55,Apartment,3,1,5.8
Koregaon Park,Premium West,2,778.3,3,2.0,3,5,18,0.2777777777777778,389.15,Villa,2,1,9.3
Boat Club Road,Premium West,4,2362.0,4,1.0,8,6,6,1.0,590.5,Apartment,1,1,1.4
Boat Club Road,Premium West,2,902.0,2,3.0,3,4,16,0.25,451.0,Apartment,1,0,9.3
Wakad,Mid-tier,4,2604.6,4,1.0,8,4,15,0.26666666666666666,651.15,Apartment,2,1,12.3
Wagholi,Outskirts,1,591.2,2,1.0,3,2,16,0.125,591.2,Apartment,4,1,8.3
Chinchwad,Outskirts,1,467.3,2,2.0,8,2,14,0.14285714285714285,467.3,Apartment,5,1,3.3
Kalyani Nagar,Premium West,4,1700.6,4,2.0,5,6,21,0.2857142857142857,425.15,Apartment,4,1,7.1
Kalyani Nagar,Premium West,3,1422.6,3,2.0,5,21,24,0.875,474.2,Apartment,3,1,6.8
Bavdhan,Mid-tier,1,644.4,1,0.0,3,0,9,0.0,644.4,Apartment,2,0,12.6
Wagholi,Outskirts,2,1286.6,3,2.0,25,13,22,0.5909090909090909,643.3,Apartment,5,1,6.1
Pashan,Premium West,3,1685.6,3,1.0,0,8,27,0.2962962962962963,561.8666666666667,Apartment,1,0,15.3
Aundh,Premium West,1,620.3,2,0.0,5,16,16,1.0,620.3,Apartment,2,1,7.3
Narhe,Outskirts,2,1172.1,2,1.0,5,6,13,0.46153846153846156,586.05,Apartment,3,1,1.5
NIBM Road,Outskirts,4,1853.8,4,1.0,8,3,25,0.12,463.45,Apartment,5,1,2.2
Sinhgad Road,Outskirts,1,524.3,1,1.0,5,1,25,0.04,524.3,Apartment,2,1,5.2
Viman Nagar,IT Corridor,2,1148.0,2,2.0,1,14,19,0.7368421052631579,574.0,Apartment,2,1,2.1
Ravet,Mid-tier,1,762.7,1,3.0,5,1,9,0.1111111111111111,762.7,Apartment,0,1,1.0
Hinjewadi,Mid-tier,2,1168.3,3,2.0,12,2,15,0.13333333333333333,584.15,Apartment,3,1,6.4
Aundh,Premium West,3,1797.7,4,3.0,12,9,29,0.3103448275862069,599.2333333333333,Apartment,3,1,1.5
Ravet,Mid-tier,4,2530.5,4,0.0,8,2,12,0.16666666666666666,632.625,Apartment,3,1,4.2
Swargate,Central,4,2137.9,4,1.0,5,6,7,0.8571428571428571,534.475,Apartment,5,0,7.9
Wakad,Mid-tier,1,759.8,1,0.0,2,2,5,0.4,759.8,Builder Floor,0,1,7.9
Swargate,Central,2,970.5,2,2.0,8,6,20,0.3,485.25,Apartment,5,1,6.6
Undri,Outskirts,3,1815.4,3,2.0,3,1,3,0.3333333333333333,605.1333333333333,Apartment,3,1,4.2
Kondhwa,Outskirts,2,651.9,3,1.0,5,19,26,0.7307692307692307,325.95,Apartment,1,1,1.6
Wakad,Mid-tier,3,1408.7,3,1.0,8,1,3,0.3333333333333333,469.56666666666666,Apartment,0,1,1.8
Hinjewadi,Mid-tier,4,2648.3,5,2.0,5,5,5,1.0,662.075,Apartment,1,1,9.8
Wakad,Mid-tier,3,1456.2,3,2.0,2,0,14,0.0,485.40000000000003,Apartment,2,0,3.9
Sinhgad Road,Outskirts,3,1188.6,4,2.0,1,4,14,0.2857142857142857,396.2,Apartment,0,1,10.5
Wagholi,Outskirts,2,1196.5,2,1.0,3,4,15,0.26666666666666666,598.25,Apartment,4,1,12.8
Bavdhan,Mid-tier,1,573.7,1,1.0,8,10,26,0.38461538461538464,573.7,Apartment,4,1,3.4
Shivaji Nagar,Central,2,1200.6,2,1.0,25,8,13,0.6153846153846154,600.3,Builder Floor,3,1,0.6
Kiwale,Outskirts,2,980.6,2,1.0,3,0,5,0.0,490.3,Villa,2,0,1.0
Ravet,Mid-tier,2,1041.4,3,3.0,3,0,9,0.0,520.7,Apartment,1,1,6.2
Kalyani Nagar,Premium West,2,1126.1,2,0.0,1,15,23,0.6521739130434783,563.05,Builder Floor,4,0,4.5
Magarpatta,Mid-tier,2,1342.1,2,1.0,8,20,29,0.6896551724137931,671.05,Apartment,0,1,0.4
Hinjewadi,Mid-tier,3,1464.1,3,2.0,12,12,20,0.6,488.0333333333333,Apartment,5,0,9.4
Baner,Premium West,3,1233.4,3,1.0,2,14,23,0.6086956521739131,411.1333333333334,Apartment,5,1,0.4
Moshi,Outskirts,3,1587.8,3,2.0,3,5,8,0.625,529.2666666666667,Apartment,2,1,3.9
Narhe,Outskirts,2,1379.0,2,1.0,5,15,20,0.75,689.5,Apartment,1,1,13.1
Baner,Premium West,2,1185.1,3,1.0,2,2,29,0.06896551724137931,592.55,Apartment,1,0,1.5
Boat Club Road,Premium West,4,2102.5,4,0.0,18,10,12,0.8333333333333334,525.625,Builder Floor,0,1,8.6
Kondhwa,Outskirts,1,622.4,2,1.0,25,3,5,0.6,622.4,Apartment,2,1,8.9
Ravet,Mid-tier,2,1041.1,3,1.0,8,10,16,0.625,520.55,Apartment,5,1,10.0
Ravet,Mid-tier,2,844.0,2,1.0,3,18,26,0.6923076923076923,422.0,Apartment,0,1,11.9
Hadapsar,Outskirts,4,2057.1,4,3.0,5,4,16,0.25,514.275,Apartment,4,1,2.8
Somwar Peth,Central,3,1451.0,4,2.0,5,1,11,0.09090909090909091,483.6666666666667,Apartment,5,0,4.3
Bavdhan,Mid-tier,2,1129.8,3,2.0,1,22,25,0.88,564.9,Apartment,4,1,5.7
Viman Nagar,IT Corridor,3,1332.6,3,1.0,25,9,11,0.8181818181818182,444.2,Villa,2,1,8.4
NIBM Road,Outskirts,1,538.1,1,1.0,8,9,29,0.3103448275862069,538.1,Apartment,5,1,5.5
Kharadi,IT Corridor,1,655.2,1,1.0,3,3,25,0.12,655.2,Apartment,4,0,11.0
Swargate,Central,1,685.8,1,2.0,5,3,21,0.14285714285714285,685.8,Apartment,4,1,1.1
Ravet,Mid-tier,2,1119.4,2,1.0,18,15,18,0.8333333333333334,559.7,Apartment,4,1,6.5
Somwar Peth,Central,2,919.9,2,2.0,3,1,7,0.14285714285714285,459.95,Apartment,0,0,8.3
Sinhgad Road,Outskirts,2,1251.8,2,1.0,0,20,22,0.9090909090909091,625.9,Builder Floor,5,0,0.8
Ravet,Mid-tier,2,1034.9,3,2.0,5,4,8,0.5,517.45,Apartment,3,1,6.8
Somwar Peth,Central,2,1377.6,2,2.0,5,16,21,0.7619047619047619,688.8,Apartment,2,1,3.5
Somwar Peth,Central,3,1643.0,3,1.0,18,27,27,1.0,547.6666666666666,Builder Floor,3,1,8.9
Wagholi,Outskirts,2,954.6,2,2.0,12,12,18,0.6666666666666666,477.3,Apartment,1,1,6.3
Kalyani Nagar,Premium West,2,782.8,3,2.0,18,0,3,0.0,391.4,Apartment,3,1,3.3
NIBM Road,Outskirts,3,1361.9,3,3.0,2,3,5,0.6,453.9666666666667,Apartment,5,1,6.4
Magarpatta,Mid-tier,2,1297.5,3,1.0,5,20,22,0.9090909090909091,648.75,Apartment,2,1,0.2
Kondhwa,Outskirts,1,690.2,2,1.0,0,1,13,0.07692307692307693,690.2,Apartment,0,1,4.5
Somwar Peth,Central,4,1721.1,5,2.0,3,0,5,0.0,430.275,Apartment,2,0,2.2
Magarpatta,Mid-tier,2,990.5,2,2.0,12,6,19,0.3157894736842105,495.25,Apartment,1,1,2.0
Sinhgad Road,Outskirts,1,563.2,1,1.0,3,22,22,1.0,563.2,Apartment,2,1,6.2
Kharadi,IT Corridor,2,1323.0,3,1.0,8,15,16,0.9375,661.5,Apartment,3,1,5.2
Hadapsar,Outskirts,5,2612.5,5,2.0,12,12,12,1.0,522.5,Apartment,5,1,6.8
Wagholi,Outskirts,1,674.0,1,2.0,12,26,26,1.0,674.0,Builder Floor,4,0,9.0
Pashan,Premium West,3,1702.6,3,2.0,3,5,18,0.2777777777777778,567.5333333333333,Apartment,2,1,5.3
Moshi,Outskirts,3,1553.2,3,1.0,8,3,3,1.0,517.7333333333333,Villa,4,0,3.7
Ravet,Mid-tier,3,1525.0,4,1.0,2,7,9,0.7777777777777778,508.3333333333333,Apartment,5,1,7.6
Kothrud,IT Corridor,1,630.1,1,2.0,12,8,24,0.3333333333333333,630.1,Apartment,0,1,7.5
Shivaji Nagar,Central,2,1149.6,2,1.0,2,1,7,0.14285714285714285,574.8,Apartment,0,1,4.6
Kalyani Nagar,Premium West,4,2016.4,4,2.0,5,20,25,0.8,504.1,Apartment,1,0,4.6
Chinchwad,Outskirts,2,892.2,2,1.0,8,12,14,0.8571428571428571,446.1,Apartment,2,0,9.5
Koregaon Park,Premium West,3,1406.5,3,2.0,18,16,27,0.5925925925925926,468.8333333333333,Apartment,5,1,7.7
Swargate,Central,2,1331.9,2,1.0,18,2,6,0.3333333333333333,665.95,Apartment,0,1,8.1
Undri,Outskirts,5,2251.3,5,3.0,3,8,11,0.7272727272727273,450.26000000000005,Apartment,5,1,0.8
Narayan Peth,Central,4,2195.7,4,2.0,25,10,18,0.5555555555555556,548.925,Apartment,4,0,10.8
Kiwale,Outskirts,1,738.1,1,2.0,3,10,16,0.625,738.1,Apartment,3,0,5.6
Narayan Peth,Central,4,2296.0,4,3.0,8,3,5,0.6,574.0,Apartment,5,0,13.8
Kalyani Nagar,Premium West,3,1415.7,3,2.0,0,6,10,0.6,471.90000000000003,Apartment,4,1,0.3
Wakad,Mid-tier,2,983.9,2,2.0,8,0,12,0.0,491.95,Apartment,5,1,6.0
Aundh,Premium West,2,965.7,2,2.0,1,4,4,1.0,482.85,Apartment,3,0,6.5
Shivaji Nagar,Central,3,1589.2,3,1.0,18,10,28,0.35714285714285715,529.7333333333333,Apartment,0,1,10.8
Hinjewadi,Mid-tier,2,1004.1,3,1.0,1,5,27,0.18518518518518517,502.05,Apartment,4,1,9.8
Hinjewadi,Mid-tier,3,1136.8,3,2.0,1,5,21,0.23809523809523808,378.93333333333334,Apartment,1,0,8.6
Viman Nagar,IT Corridor,2,996.0,3,1.0,12,0,3,0.0,498.0,Apartment,4,1,5.6
Narhe,Outskirts,2,925.5,3,3.0,8,5,24,0.20833333333333334,462.75,Builder Floor,4,0,9.9
Wakad,Mid-tier,2,1316.8,2,2.0,8,6,7,0.8571428571428571,658.4,Apartment,5,1,13.4
Hadapsar,Outskirts,1,762.1,1,0.0,2,14,25,0.56,762.1,Apartment,3,1,6.4
Magarpatta,Mid-tier,2,859.3,3,2.0,3,7,22,0.3181818181818182,429.65,Builder Floor,0,1,4.6
Hinjewadi,Mid-tier,3,1590.5,3,3.0,5,2,28,0.07142857142857142,530.1666666666666,Apartment,4,0,1.5
Aundh,Premium West,3,1625.0,3,1.0,18,7,24,0.2916666666666667,541.6666666666666,Apartment,2,0,4.8
Balewadi,IT Corridor,2,1309.0,2,1.0,8,7,13,0.5384615384615384,654.5,Apartment,0,1,4.2
Viman Nagar,IT Corridor,4,2478.3,5,1.0,1,6,11,0.5454545454545454,619.575,Apartment,3,1,8.3
Kharadi,IT Corridor,3,1389.8,4,1.0,8,3,9,0.3333333333333333,463.26666666666665,Apartment,4,1,2.8
Kothrud,IT Corridor,3,1527.5,3,1.0,0,4,4,1.0,509.1666666666667,Apartment,2,0,6.9
Balewadi,IT Corridor,1,503.5,2,2.0,0,14,29,0.4827586206896552,503.5,Apartment,1,1,9.6
Narayan Peth,Central,4,1739.3,4,1.0,5,1,5,0.2,434.825,Apartment,0,1,8.0
Swargate,Central,2,1165.9,2,2.0,3,10,21,0.47619047619047616,582.95,Builder Floor,3,1,11.1
Kalyani Nagar,Premium West,1,572.7,2,3.0,8,11,24,0.4583333333333333,572.7,Apartment,1,0,11.0
Shivaji Nagar,Central,3,1545.6,4,1.0,5,0,21,0.0,515.1999999999999,Apartment,1,1,7.8
Kharadi,IT Corridor,1,703.3,2,1.0,8,6,15,0.4,703.3,Apartment,0,1,5.3
Hinjewadi,Mid-tier,1,705.0,1,2.0,8,27,27,1.0,705.0,Apartment,1,0,0.1
Shivaji Nagar,Central,2,1180.7,3,1.0,1,1,6,0.16666666666666666,590.35,Apartment,1,0,0.9
Aundh,Premium West,2,838.3,2,1.0,3,0,12,0.0,419.15,Apartment,3,1,5.8
Kalyani Nagar,Premium West,3,1333.0,3,1.0,3,17,24,0.7083333333333334,444.3333333333333,Apartment,1,1,7.8
Magarpatta,Mid-tier,2,1144.8,2,2.0,5,3,25,0.12,572.4,Apartment,3,1,14.0
Wagholi,Outskirts,3,1121.3,4,,25,29,29,1.0,373.76666666666665,Builder Floor,1,1,9.7
Swargate,Central,2,1070.4,3,1.0,5,2,4,0.5,535.2,Apartment,5,0,0.1
Bavdhan,Mid-tier,2,1258.3,2,1.0,1,26,28,0.9285714285714286,629.15,Apartment,2,1,4.5
Kiwale,Outskirts,2,925.0,2,2.0,1,8,10,0.8,462.5,Apartment,4,0,8.0
Chinchwad,Outskirts,3,1757.8,4,1.0,12,6,10,0.6,585.9333333333333,Apartment,3,1,6.3
Hadapsar,Outskirts,4,2560.3,4,1.0,5,5,26,0.19230769230769232,640.075,Apartment,4,1,4.2
Kondhwa,Outskirts,2,1090.8,2,2.0,2,6,19,0.3157894736842105,545.4,Apartment,5,1,3.0
Magarpatta,Mid-tier,2,932.8,2,1.0,8,20,27,0.7407407407407407,466.4,Villa,2,1,2.3
Aundh,Premium West,3,1500.3,3,1.0,8,1,3,0.3333333333333333,500.09999999999997,Apartment,3,1,12.8
Aundh,Premium West,2,1054.6,3,2.0,18,15,22,0.6818181818181818,527.3,Apartment,4,0,3.2
Boat Club Road,Premium West,3,1461.5,4,1.0,8,5,21,0.23809523809523808,487.1666666666667,Apartment,4,1,9.7
Swargate,Central,2,863.2,2,2.0,25,5,10,0.5,431.6,Apartment,3,1,12.9
Undri,Outskirts,2,1185.3,2,1.0,1,7,8,0.875,592.65,Apartment,0,1,14.7
Somwar Peth,Central,2,1039.2,3,2.0,3,1,25,0.04,519.6,Apartment,5,1,11.6
Kalyani Nagar,Premium West,2,1243.9,2,1.0,5,3,16,0.1875,621.95,Apartment,4,1,2.4
Bavdhan,Mid-tier,1,589.6,2,1.0,3,15,19,0.7894736842105263,589.6,Apartment,3,0,6.8
Narayan Peth,Central,2,1128.8,2,2.0,0,26,27,0.9629629629629629,564.4,Apartment,5,1,10.8
Kalyani Nagar,Premium West,2,1026.0,3,0.0,3,2,22,0.09090909090909091,513.0,Builder Floor,1,1,4.1
Aundh,Premium West,3,1466.0,3,3.0,8,19,26,0.7307692307692307,488.6666666666667,Apartment,1,0,4.1
Narhe,Outskirts,3,1641.0,3,1.0,8,0,24,0.0,547.0,Villa,5,1,12.0
Magarpatta,Mid-tier,2,835.3,2,2.0,2,8,10,0.8,417.65,Villa,2,1,7.0
Hadapsar,Outskirts,4,1937.1,4,0.0,12,12,20,0.6,484.275,Apartment,5,1,5.1
Boat Club Road,Premium West,3,1205.5,4,2.0,5,9,17,0.5294117647058824,401.8333333333333,Apartment,4,1,9.6
Hinjewadi,Mid-tier,2,1176.6,2,2.0,12,12,12,1.0,588.3,Apartment,5,1,1.8
Chinchwad,Outskirts,2,845.2,2,2.0,18,14,17,0.8235294117647058,422.6,Apartment,0,1,4.7
NIBM Road,Outskirts,5,2451.7,6,2.0,0,20,21,0.9523809523809523,490.34,Apartment,2,1,6.6
Wakad,Mid-tier,2,1062.5,2,2.0,1,0,16,0.0,531.25,Apartment,5,1,10.1
Camp,Central,2,1287.6,3,1.0,3,13,13,1.0,643.8,Apartment,1,1,1.8
Narayan Peth,Central,3,1720.1,3,3.0,1,7,7,1.0,573.3666666666667,Apartment,2,0,3.4
Kharadi,IT Corridor,3,1998.3,4,2.0,1,18,19,0.9473684210526315,666.1,Apartment,2,1,5.0
Pashan,Premium West,5,2202.9,5,0.0,3,12,13,0.9230769230769231,440.58000000000004,Apartment,5,1,5.3
Wagholi,Outskirts,4,2023.0,4,1.0,12,7,13,0.5384615384615384,505.75,Apartment,0,1,10.4
